,exchangeRate,istVol,marketValue,negotiableValue,profitRate,trdAmt,trdTm,trdVol,searchDate
0,0.3905,413,10331.71,2797.67,34.61,11.59,18.6,11939.82,1999-01-04
1,0.5293,0,10279.69,2787.42,,15.35,25.29,16190.71,1999-01-05
2,0.6505,413,10396.33,2823.19,34.81,19.57,27.08,19899.45,1999-01-06
3,0.7347,413,10467.37,2845.68,35.27,22.45,33.48,22519.85,1999-01-07
4,0.9837,413,10752.65,2920.13,36.24,32.39,43.24,30152.9,1999-01-08
5,0.8513,426,10787.5,2927.98,,29.19,37.88,26096.74,1999-01-11
6,0.9692,413,10663.55,2900.22,35.94,33.35,41.57,29732.48,1999-01-12
7,0.9481,413,10567.11,2876.37,35.61,30.26,39.68,29092.63,1999-01-13
8,0.7336,413,10573.83,2880.41,35.66,23.71,31.16,22511.3,1999-01-14
9,0.9814,413,10481.67,2857.67,35.32,31.5,41.65,30163.07,1999-01-15
10,1.0398,413,10626.95,2905.34,35.82,33.62,44.57,31957.84,1999-01-18
11,1.087,416,10691.65,2924.7,35.98,34.54,48.55,33479.28,1999-01-19
12,0.7774,416,10627.8,2904.19,35.77,24.45,33.8,23945.09,1999-01-20
13,0.8454,416,10694.17,2924.55,35.99,26.38,35.67,26039.94,1999-01-21
14,1.1864,416,10729.42,2927.28,34.9,35.91,47.78,36540.34,1999-01-22
15,1.0331,416,10628.86,2895.59,34.48,29.06,44.49,31923.0,1999-01-25
16,0.8452,416,10537.15,2872.33,34.18,25.35,35.23,26116.77,1999-01-26
17,0.873,416,10611.93,2891.85,34.41,25.2,34.8,26976.64,1999-01-27
18,1.1279,416,10571.7,2885.33,34.24,33.97,47.63,34924.92,1999-01-28
19,0.9426,416,10518.86,2872.86,34.03,28.25,39.41,29217.77,1999-01-29
20,0.8475,416,10387.1,2840.32,33.6,25.28,37.68,26282.33,1999-02-01
21,0.71,416,10443.23,2857.5,33.78,21.85,29.64,22034.1,1999-02-02
22,0.7254,416,10423.06,2851.28,33.47,22.41,31.8,22635.8,1999-02-03
23,0.6997,416,10297.94,2814.05,33.06,21.03,31.46,21834.88,1999-02-04
24,0.75,416,10092.84,2757.73,32.4,22.11,34.5,23412.89,1999-02-05
25,0.6653,416,9947.79,2721.41,31.93,19.09,30.36,20779.3,1999-02-08
26,0.6261,430,10171.11,2784.4,,17.92,27.3,19553.86,1999-02-09
27,0.5627,416,10245.74,2801.93,32.86,15.66,23.29,17575.34,1999-03-01
28,0.741,416,10280.96,2808.47,32.95,20.65,29.69,23159.86,1999-03-02
29,1.1281,416,10543.72,2882.63,33.79,31.56,44.87,35259.77,1999-03-03
30,1.0795,416,10546.87,2886.28,33.78,31.08,45.03,33769.67,1999-03-04
31,1.0722,416,10584.04,2899.02,33.89,30.57,43.18,33594.49,1999-03-05
32,1.0813,416,10678.85,2927.57,34.19,30.9,44.29,33949.0,1999-03-08
33,1.239,416,10631.85,2918.51,34.05,39.82,49.52,38911.88,1999-03-09
34,0.965,416,10591.85,2909.86,33.92,30.12,39.01,30307.45,1999-03-10
35,1.288,430,10747.14,2951.72,,39.52,50.56,40479.4,1999-03-11
36,1.5959,416,10874.39,2975.24,34.65,44.62,64.36,50401.54,1999-03-12
37,1.6971,416,10934.4,2992.6,34.82,49.84,70.35,53644.3,1999-03-15
38,1.3601,416,10960.91,3000.39,34.83,40.14,56.32,43018.47,1999-03-16
39,1.7549,416,10887.11,2978.27,34.39,49.43,63.27,55547.81,1999-03-17
40,1.2155,416,10818.54,2966.96,34.16,36.62,47.74,38627.9,1999-03-18
41,1.6786,416,11051.51,3034.82,34.79,56.5,63.39,53498.27,1999-03-19
42,1.7966,416,11043.51,3030.13,34.77,55.79,70.81,57269.06,1999-03-22
43,1.1701,416,11024.77,3028.56,34.78,37.1,47.52,37300.51,1999-03-23
44,1.1892,416,11003.07,3023.97,34.63,37.68,47.37,37983.1,1999-03-24
45,1.1597,416,10901.74,2995.39,34.27,37.3,48.19,37094.2,1999-03-25
46,1.0698,416,10943.67,3006.12,34.4,35.15,41.92,34218.88,1999-03-26
47,1.2225,416,11026.44,3027.92,34.62,39.63,49.18,39161.18,1999-03-29
48,1.0831,416,10917.7,3002.46,34.29,33.87,42.63,34738.81,1999-03-30
49,1.0657,416,10923.02,3002.28,34.3,34.52,43.81,34179.98,1999-03-31
50,1.53,414,11015.77,3023.35,,49.62,62.01,49217.65,1999-04-01
51,1.88,414,11164.4,3059.82,,58.3,71.76,60346.2,1999-04-02
52,2.01,414,11261.7,3084.37,,62.3,74.87,64717.74,1999-04-05
53,1.6356,433,11327.08,3098.45,9.07,49.74,62.33,52609.9,1999-04-06
54,2.0645,433,11347.49,3102.96,,57.9,72.91,66405.03,1999-04-07
55,1.7952,427,11364.99,3110.96,9.1,53.38,67.87,57832.85,1999-04-08
56,2.2609,433,11385.91,3105.93,9.11,67.91,84.96,72856.15,1999-04-09
57,2.4532,431,11292.67,3079.78,9.04,68.82,93.54,79053.34,1999-04-12
58,1.7248,433,11135.3,3044.34,8.91,48.78,68.67,55581.46,1999-04-13
59,1.2974,435,11166.56,3055.24,8.94,38.16,50.21,41819.78,1999-04-14
60,1.5378,432,11073.03,3025.98,8.84,45.13,62.71,49696.18,1999-04-15
61,1.4745,430,11032.66,3018.24,8.81,44.66,56.42,47648.04,1999-04-16
62,1.3254,426,10970.05,3005.77,8.76,39.85,53.24,42843.95,1999-04-19
63,1.3221,428,11091.19,3034.86,8.85,38.88,50.9,42828.24,1999-04-20
64,1.4026,429,10831.84,2969.24,8.64,41.42,56.67,45453.62,1999-04-21
65,1.62,429,10781.49,2959.93,8.58,45.03,67.08,52694.96,1999-04-22
66,1.235,431,10807.86,2965.09,8.6,34.76,46.76,40179.67,1999-04-23
67,1.1468,429,10547.73,2893.86,8.38,31.43,48.36,37399.29,1999-04-26
68,1.0755,435,10348.27,2845.62,8.21,28.69,43.22,35125.6,1999-04-27
69,1.0061,416,10344.33,2853.76,8.19,30.33,40.46,32949.02,1999-04-28
70,1.0896,416,10608.0,2922.31,8.38,31.33,42.71,35771.52,1999-04-29
71,0.8868,416,10650.42,2932.57,8.39,25.68,34.41,29323.54,1999-04-30
72,0.8334,416,10562.38,2911.16,,23.59,33.03,27607.3,1999-05-04
73,0.7497,416,10609.41,2919.3,29.13,20.85,28.81,24964.33,1999-05-05
74,0.8766,416,10715.18,2954.02,29.49,26.82,35.5,29270.55,1999-05-06
75,1.0996,416,10659.01,2931.48,29.15,28.02,44.08,36862.83,1999-05-07
76,1.3699,416,10198.4,2802.98,27.85,35.23,54.94,45990.32,1999-05-10
77,0.861,416,10419.86,2862.11,28.67,22.9,32.95,28923.99,1999-05-11
78,0.7854,416,10456.79,2869.7,28.78,22.76,32.3,26428.82,1999-05-12
79,0.6955,416,10350.02,2841.61,28.46,19.52,28.78,23404.08,1999-05-13
80,0.9623,416,10120.66,2774.67,27.72,26.34,41.03,32394.88,1999-05-14
81,0.7144,416,10141.34,2771.9,28.6,20.79,30.71,24061.57,1999-05-17
82,0.6509,416,10088.02,2756.2,28.63,19.35,26.59,21943.03,1999-05-18
83,1.2453,416,10562.6,2884.72,29.72,39.98,48.07,41981.57,1999-05-19
84,2.1134,416,10934.58,2988.44,30.79,69.2,81.88,71320.59,1999-05-20
85,2.7261,416,11138.01,3035.94,31.53,93.91,103.22,92104.28,1999-05-21
86,3.949,416,11562.31,3155.0,32.55,133.27,142.16,133538.75,1999-05-24
87,4.4367,416,11457.52,3123.33,32.43,153.55,153.17,150116.59,1999-05-25
88,3.2561,417,11776.4,3206.02,33.55,117.0,115.51,110245.06,1999-05-26
89,4.8175,417,12232.28,3331.42,34.84,175.25,168.92,163743.47,1999-05-27
90,4.4407,417,12169.83,3327.07,34.17,156.9,152.77,151319.63,1999-05-28
91,4.4657,417,12180.22,3333.25,35.3,165.23,155.51,152286.23,1999-05-31
92,3.6668,417,12479.97,3407.5,35.66,134.09,133.73,125420.59,1999-06-01
93,4.5238,417,12264.05,3358.49,35.28,168.91,166.36,154781.97,1999-06-02
94,3.1833,418,12091.5,3303.4,34.85,122.14,125.31,109290.4,1999-06-03
95,2.8189,418,12253.5,3346.72,35.15,112.24,112.35,97178.84,1999-06-04
96,3.3818,418,12643.18,3455.29,36.34,129.69,130.92,116644.29,1999-06-07
97,3.6492,419,12711.69,3467.58,36.15,135.11,142.68,126001.91,1999-06-08
98,3.5648,419,12900.39,3517.82,36.84,127.29,139.02,123340.93,1999-06-09
99,5.372000000000001,419,13041.73,3558.14,37.24,181.05,186.63,186113.66,1999-06-10
100,3.8273,420,13130.22,3585.84,37.56,135.73,148.14,132899.38,1999-06-11
101,4.9205,420,13671.15,3732.62,38.87,171.0,183.15,170869.66,1999-06-14
102,7.1128,444,13289.17,3627.76,37.46,263.11,252.73,247106.8,1999-06-15
103,5.1128,445,14003.14,3829.78,39.95,198.58,186.71,177827.02,1999-06-16
104,6.8767,445,14400.33,3963.05,41.09,275.75,251.63,239342.09,1999-06-17
105,6.4781,445,14376.02,3970.22,40.74,261.61,249.79,225952.06,1999-06-18
106,5.7901,445,14836.81,4115.02,42.29,232.41,223.95,202516.98,1999-06-21
107,5.422000000000001,445,15011.77,4162.27,43.11,220.29,216.14,189818.77,1999-06-22
108,6.0667,446,15446.57,4284.86,43.96,255.68,240.7,213153.08,1999-06-23
109,6.9084,446,15896.9,4424.28,45.4,308.59,264.08,242906.51,1999-06-24
110,8.6914,446,15306.69,4282.17,43.0,400.63,331.64,305599.03,1999-06-25
111,6.3826,446,16261.73,4561.38,48.03,288.62,235.01,224660.84,1999-06-28
112,6.73,446,16695.28,4708.06,48.63,312.08,249.12,236948.49,1999-06-29
113,7.4714,447,16263.85,4609.05,45.37,338.36,280.59,264067.32,1999-06-30
114,5.6839,447,15025.03,4246.51,41.98,248.13,220.4,200891.42,1999-07-01
115,5.0643,447,15537.13,4384.0,44.05,224.72,202.89,179523.44,1999-07-02
116,4.1083,447,15223.21,4276.88,43.01,176.03,168.76,145758.7,1999-07-05
117,2.9099,447,14619.28,4108.99,41.54,122.82,127.37,103346.49,1999-07-06
118,2.7408,448,15143.1,4264.35,43.07,120.64,117.23,97681.54,1999-07-07
119,2.7992,448,15230.3,4289.29,43.34,127.8,115.32,99861.73,1999-07-08
120,2.6877,448,15265.39,4302.08,43.44,122.36,114.71,95843.64,1999-07-09
121,2.7731,448,15021.95,4239.67,42.78,122.43,124.14,99008.87,1999-07-12
122,2.1065,448,14696.47,4141.27,41.86,88.79,95.4,75277.7,1999-07-13
123,2.2159999999999997,448,15090.47,4255.32,42.82,93.63,96.91,79546.15,1999-07-14
124,2.0062,448,14989.62,4230.95,42.51,89.52,85.52,72036.25,1999-07-15
125,2.1054,448,14710.25,4142.48,41.64,87.9,93.03,75551.97,1999-07-16
126,1.9185,446,14313.32,4024.33,40.47,80.39,88.07,68836.92,1999-07-19
127,2.4334,447,15232.13,4293.63,43.25,111.56,104.47,87341.81,1999-07-20
128,4.0908,448,15585.41,4394.16,44.28,206.05,176.12,147083.41,1999-07-21
129,2.9228,448,15012.12,4220.34,42.48,134.63,134.2,105089.15,1999-07-22
130,2.2987,450,15355.22,4311.0,43.51,108.24,102.4,82691.44,1999-07-23
131,2.2895,449,15455.63,4332.21,44.08,100.94,102.55,82319.63,1999-07-26
132,2.2449,449,15419.2,4326.92,43.68,94.3,100.77,81270.47,1999-07-27
133,2.1187,451,15484.16,4349.36,43.85,94.11,92.98,76741.25,1999-07-28
134,1.7643,452,15471.36,4346.67,43.82,79.33,80.09,63904.01,1999-07-29
135,1.8099,452,15524.26,4359.13,43.93,80.9,83.05,65569.61,1999-07-30
136,2.2841,452,15661.12,4407.41,44.3,99.7,107.76,82801.81,1999-08-02
137,2.5139,452,15868.41,4447.97,44.09,101.16,110.31,91812.18,1999-08-03
138,2.8462,452,16083.32,4501.46,44.8,123.42,124.59,104034.88,1999-08-04
139,2.9878,453,16150.02,4530.84,44.87,128.42,133.43,109567.56,1999-08-05
140,3.7279,453,16110.12,4516.01,44.8,153.92,163.91,136845.51,1999-08-06
141,2.8107,453,15925.95,4468.94,44.21,114.66,130.11,103117.18,1999-08-09
142,2.419,453,15759.26,4421.85,43.52,94.66,110.9,89385.9,1999-08-10
143,1.6941,453,15565.01,4369.25,43.08,70.53,82.43,62610.77,1999-08-11
144,1.2943,454,15484.42,4346.97,42.87,55.95,63.34,47878.16,1999-08-12
145,1.2121,454,15464.28,4339.07,42.75,49.02,57.92,44832.61,1999-08-13
146,1.3398,454,15345.41,4307.99,42.26,52.17,62.89,49610.37,1999-08-16
147,1.7504,454,15530.5,4357.0,42.55,71.25,79.97,64900.74,1999-08-17
148,1.338,454,15582.58,4370.91,42.78,55.49,65.43,49654.17,1999-08-18
149,2.8628,454,16119.32,4529.68,44.31,127.74,129.53,106239.98,1999-08-19
150,2.3327,454,16061.5,4506.63,43.88,105.67,115.13,86644.51,1999-08-20
151,2.2721,454,16193.19,4544.43,44.53,100.11,111.96,84522.95,1999-08-23
152,2.2842,455,16307.52,4593.29,44.32,106.4,113.67,85468.66,1999-08-24
153,1.8568,455,16084.01,4535.76,43.88,84.05,95.98,69505.42,1999-08-25
154,1.5845,455,16201.56,4567.04,44.22,70.75,80.2,59309.42,1999-08-26
155,1.6633,455,16177.12,4560.64,44.04,73.56,84.58,62392.25,1999-08-27
156,1.7928,455,16012.92,4522.83,43.66,76.91,92.27,67325.77,1999-08-30
157,1.321,456,16115.3,4548.63,43.89,59.04,66.86,49677.88,1999-08-31
158,1.3216,456,15842.47,4472.81,43.25,57.46,68.43,49702.03,1999-09-01
159,1.3916,456,15968.88,4513.44,43.56,62.17,70.15,52417.19,1999-09-02
160,1.1508,456,15749.77,4455.35,42.93,52.63,59.86,43399.35,1999-09-03
161,0.9138,456,15458.14,4379.14,41.97,40.14,50.39,34457.19,1999-09-06
162,0.8383,456,15473.17,4383.39,42.18,39.56,44.3,31610.79,1999-09-07
163,0.7861,456,15557.51,4408.34,42.47,36.89,40.1,29806.84,1999-09-08
164,2.9723,457,16629.76,4712.73,45.29,148.66,138.34,112983.92,1999-09-09
165,3.6292,457,16502.96,4693.94,44.88,185.19,178.69,138613.81,1999-09-10
166,2.2796,457,16589.3,4719.56,45.19,109.48,116.7,87283.1,1999-09-13
167,2.0772,457,16615.84,4728.65,45.27,101.19,105.01,79632.28,1999-09-14
168,1.7734,457,16520.98,4701.78,44.84,88.91,91.09,68060.9,1999-09-15
169,1.4369,458,16378.81,4658.64,44.49,72.89,78.18,55278.18,1999-09-16
170,1.2863,458,16429.11,4671.9,44.48,64.24,66.18,49519.81,1999-09-17
171,1.015,458,16270.76,4647.45,44.13,48.9,53.45,39229.34,1999-09-20
172,0.8082,458,16192.3,4624.19,43.93,40.16,43.36,31249.66,1999-09-21
173,0.7354,458,16106.2,4599.91,43.72,36.6,39.43,28467.09,1999-09-22
174,0.8951,459,15987.03,4569.62,43.4,42.93,51.92,34717.99,1999-09-23
175,0.7432,459,16152.57,4611.63,43.92,38.61,37.16,28831.16,1999-09-24
176,0.794,459,16004.07,4575.56,43.24,41.83,44.23,30890.74,1999-09-27
177,0.7554,459,15897.2,4543.39,42.9,37.12,39.98,29413.04,1999-09-28
178,0.799,459,15834.58,4530.15,42.94,37.53,41.05,31109.93,1999-09-29
179,0.8276,459,15694.41,4495.37,42.52,40.28,43.45,32243.66,1999-09-30
180,0.5547,459,15348.81,4405.07,41.57,24.66,32.68,21665.93,1999-10-08
181,0.5712,459,15234.61,4381.35,41.2,26.39,32.23,22393.0,1999-10-11
182,0.4343,459,15391.01,4423.44,41.62,21.29,23.84,17044.6,1999-10-12
183,0.4888,459,15078.26,4333.15,40.88,22.56,29.12,19221.17,1999-10-13
184,0.5803,461,15109.11,4332.29,40.9,25.81,31.8,22846.27,1999-10-14
185,0.8355,461,15491.98,4437.79,41.85,41.11,40.89,32957.53,1999-10-15
186,0.7417,461,15050.78,4309.25,40.51,35.08,40.22,29267.54,1999-10-18
187,0.6669,461,14747.03,4222.85,39.85,30.53,37.54,26322.37,1999-10-19
188,0.6076,461,14895.64,4266.26,40.28,27.87,30.93,24022.0,1999-10-20
189,0.7256,462,14653.25,4193.66,39.58,33.27,41.06,28724.41,1999-10-21
190,0.9979,462,15059.37,4308.77,40.78,49.78,50.35,39534.54,1999-10-22
191,0.6275,462,14749.51,4223.05,39.84,29.01,33.5,24880.85,1999-10-25
192,0.6515,462,14892.11,4262.41,40.24,33.75,32.39,25830.49,1999-10-26
193,1.4814,462,15436.99,4418.06,41.7,69.33,66.63,58754.02,1999-10-27
194,1.1388,462,15211.17,4346.18,41.01,52.53,56.12,45168.47,1999-10-28
195,0.9172,462,15127.68,4322.18,40.84,43.1,45.6,36385.49,1999-10-29
196,0.6621,462,14995.69,4285.27,40.51,31.78,35.54,26281.63,1999-11-01
197,0.6036,462,14923.26,4271.21,40.55,28.9,31.42,23958.46,1999-11-02
198,0.5855,462,14808.11,4245.03,40.08,27.73,31.83,23281.73,1999-11-03
199,0.6525,462,14713.78,4216.28,39.78,30.65,36.38,25981.83,1999-11-04
200,0.5992,463,14753.32,4224.34,39.82,29.05,33.6,23881.24,1999-11-05
201,0.5361,463,14795.65,4242.34,39.97,24.5,29.52,21391.86,1999-11-08
202,0.5285,463,14724.73,4221.36,39.76,24.1,29.1,21091.19,1999-11-09
203,1.1159,464,15250.62,4270.45,40.34,78.34,60.62,44889.38,1999-11-10
204,0.6319,464,15187.14,4253.1,40.21,33.26,34.45,25435.82,1999-11-11
205,0.5067,464,15271.47,4269.66,40.48,25.9,28.68,20381.47,1999-11-12
206,0.6434,464,15268.34,4269.97,40.52,31.19,34.27,25899.7,1999-11-15
207,0.9712,465,15075.73,4216.12,39.89,47.82,55.5,39133.51,1999-11-16
208,0.7712,465,15408.35,4298.98,40.83,37.34,43.24,31076.2,1999-11-17
209,1.2954,466,15658.57,4381.55,41.25,67.19,69.8,52349.83,1999-11-18
210,0.7966,466,15529.22,4337.89,41.0,40.39,43.24,32195.97,1999-11-19
211,0.7201,466,15472.61,4322.39,40.9,34.96,39.13,29128.22,1999-11-22
212,0.5554,466,15495.65,4329.41,40.86,28.27,30.35,22465.67,1999-11-23
213,0.5189,466,15373.18,4297.75,40.59,25.03,29.54,20989.46,1999-11-24
214,0.626,467,15300.81,4277.35,40.31,25.97,35.19,25424.07,1999-11-25
215,0.5776,467,15322.29,4283.69,40.43,27.25,28.75,23452.11,1999-11-26
216,0.6069,467,15209.81,4252.24,39.97,27.62,32.9,24693.69,1999-11-29
217,0.5156,467,15203.35,4251.61,40.09,24.05,27.33,20977.8,1999-11-30
218,0.5819,467,15334.93,4287.08,40.39,28.56,30.72,23696.91,1999-12-01
219,0.6799,468,15171.88,4249.82,40.08,32.75,39.24,27658.41,1999-12-02
220,0.6354,468,15203.12,4251.04,40.1,30.54,35.12,25845.77,1999-12-03
221,0.6474,468,15080.05,4221.29,39.77,31.36,36.72,26352.99,1999-12-06
222,0.6214,468,15146.84,4233.5,39.88,29.59,32.12,25332.33,1999-12-07
223,0.6842,468,15114.53,4224.6,39.8,32.72,35.69,27901.05,1999-12-08
224,0.5871,469,15046.38,4208.11,39.59,28.26,33.51,23964.22,1999-12-09
225,0.705,469,15190.38,4251.19,39.93,34.89,37.21,28793.25,1999-12-10
226,0.7384,469,15046.35,4206.58,39.5,37.47,40.3,30139.47,1999-12-13
227,0.6456,469,15103.39,4221.45,39.72,30.54,33.31,26366.61,1999-12-14
228,1.3259,469,15403.88,4313.26,40.5,67.08,68.58,54146.82,1999-12-15
229,0.8693,470,15249.16,4274.83,39.81,41.3,49.5,35581.47,1999-12-16
230,0.7935,470,15114.53,4228.12,39.55,37.91,42.11,32488.85,1999-12-17
231,0.7026,470,14834.11,4155.41,38.8,31.39,38.64,28761.46,1999-12-21
232,0.7395,470,14773.25,4147.53,38.68,34.02,40.67,30356.19,1999-12-22
233,0.7212,471,14599.21,4099.23,38.16,32.75,40.3,29663.65,1999-12-23
234,0.5926,471,14451.64,4057.85,37.98,27.56,30.43,24379.54,1999-12-24
235,0.6761,471,14204.72,4037.0,37.72,32.16,35.25,27872.08,1999-12-27
236,0.6759999999999999,471,14246.86,4047.79,37.62,29.55,32.51,27875.27,1999-12-28
237,0.7109,471,14340.91,4082.06,37.85,32.38,32.44,29336.58,1999-12-29
238,0.5195,471,14440.72,4109.94,38.14,23.48,24.42,21436.79,1999-12-30
239,1.0351,471,14864.32,4232.08,39.22,51.64,52.24,42711.52,2000-01-04
240,1.6207,471,14903.84,4251.72,39.34,81.02,81.0,67003.77,2000-01-05
241,1.9157,471,15483.85,4426.48,40.55,94.89,90.66,79243.18,2000-01-06
242,3.7689,471,16040.04,4596.11,42.05,194.11,171.6,156045.79,2000-01-07
243,3.5507,471,16345.62,4683.94,43.01,187.15,165.35,147054.18,2000-01-10
244,3.0521,471,15652.96,4496.76,41.07,157.42,145.06,126709.7,2000-01-11
245,2.4074,471,15210.45,4397.07,39.9,126.3,115.66,100134.87,2000-01-12
246,1.4963,472,15113.82,4358.34,39.5,74.52,74.87,62380.71,2000-01-13
247,1.2321,472,14947.8,4312.04,39.06,62.44,61.95,51364.79,2000-01-14
248,1.2632,472,15209.21,4393.83,39.75,62.77,63.43,52660.27,2000-01-17
249,1.4263,472,15137.56,4378.24,39.58,70.55,70.93,59557.45,2000-01-18
250,1.2573,472,15286.2,4429.25,40.09,64.69,61.49,52502.17,2000-01-19
251,1.6580000000000001,473,15583.68,4520.66,40.84,88.43,82.31,69306.92,2000-01-20
252,2.4835,473,15565.44,4524.06,40.82,137.17,122.88,103837.5,2000-01-21
253,2.6639999999999997,473,15697.69,4578.05,41.19,145.87,131.68,111385.48,2000-01-24
254,2.4051,473,15688.95,4572.42,41.11,129.61,116.04,100657.99,2000-01-25
255,1.79,473,15735.61,4590.13,41.18,95.56,85.41,75013.38,2000-01-26
256,2.7698,474,16024.17,4692.59,42.04,159.27,139.55,116193.75,2000-01-27
257,3.52,474,16326.65,4787.88,42.82,206.43,175.66,147680.16,2000-01-28
258,4.0629,474,17809.39,5228.72,46.75,230.33,178.6,170455.52,2000-02-14
259,5.8393,474,17775.37,5236.97,46.8,347.84,264.91,244987.35,2000-02-15
260,5.5535,474,18019.13,5318.58,47.43,339.13,259.77,232996.57,2000-02-16
261,7.7861,474,17462.67,5119.71,45.87,471.68,337.97,326662.72,2000-02-17
262,4.3394,474,17754.26,5222.85,46.68,257.68,207.22,182111.39,2000-02-18
263,5.3141,475,17873.35,5249.84,46.92,325.19,257.73,223375.49,2000-02-21
264,4.3693,475,17398.69,5113.34,45.82,261.08,212.15,183807.06,2000-02-22
265,3.1825,475,16999.36,4981.74,44.56,185.31,161.39,133906.93,2000-02-23
266,2.4584,475,17419.74,5118.57,45.71,147.35,126.41,103439.19,2000-02-24
267,3.0182,475,17390.5,5109.97,45.55,184.64,153.51,126994.43,2000-02-25
268,3.9422,475,18176.96,5350.67,47.73,243.83,196.24,165870.43,2000-02-28
269,5.1146,475,18279.09,5370.72,47.99,321.55,249.31,215201.51,2000-02-29
270,4.0665,476,18138.45,5324.79,47.35,238.44,206.23,171525.59,2000-03-01
271,3.4626,476,18301.94,5376.72,47.77,203.34,171.36,146054.14,2000-03-02
272,4.3378,476,18572.92,5459.89,48.51,257.36,218.61,182970.81,2000-03-03
273,4.5621,476,17963.82,5254.51,47.12,265.81,241.42,192430.92,2000-03-06
274,3.0413,476,18110.19,5300.86,47.28,164.14,155.41,128284.95,2000-03-07
275,2.9916,476,18447.4,5409.46,48.2,171.86,154.97,126803.13,2000-03-08
276,3.1551,477,18538.75,5428.3,48.39,185.84,171.82,134119.8,2000-03-09
277,2.7808,477,18244.79,5334.4,47.69,163.75,153.83,118210.39,2000-03-10
278,2.2352,477,18503.5,5404.06,48.21,128.63,123.36,95047.84,2000-03-13
279,3.3421,477,18035.1,5290.37,47.06,186.31,182.49,142171.08,2000-03-14
280,2.8428,477,17989.74,5284.12,46.9,156.81,155.95,120930.23,2000-03-15
281,2.7265,477,17196.03,5043.04,44.75,136.14,140.99,115982.58,2000-03-16
282,2.4631,477,17739.76,5214.01,46.2,138.58,125.83,104781.59,2000-03-17
283,3.1863,477,18177.33,5349.55,47.11,171.93,164.53,135558.8,2000-03-20
284,3.2352,477,18297.76,5383.94,47.63,176.17,168.84,137735.39,2000-03-21
285,2.8056,477,18404.69,5421.11,47.89,168.62,155.79,119445.28,2000-03-22
286,3.0227,478,18805.93,5521.54,48.65,173.18,167.32,128869.85,2000-03-23
287,3.9834,478,18626.22,5467.97,47.81,225.28,214.77,169827.53,2000-03-24
288,3.6069999999999998,478,19116.04,5630.31,49.61,200.17,195.32,154133.42,2000-03-27
289,4.4202,478,19284.48,5674.95,49.98,223.14,230.08,188882.36,2000-03-28
290,3.615,478,19269.0,5668.98,49.8,191.78,196.15,154595.11,2000-03-29
291,3.2457,478,19508.09,5735.25,50.38,179.69,177.7,138949.28,2000-03-30
292,3.4518,478,19397.18,5697.11,49.92,185.15,182.16,148077.61,2000-03-31
293,3.0122,478,19403.47,5749.56,50.13,178.61,172.62,129933.14,2000-04-03
294,2.6759,478,18972.05,5630.43,48.9,148.04,154.62,115565.92,2000-04-04
295,2.1362,478,19086.8,5663.86,49.26,121.25,122.98,92256.31,2000-04-05
296,2.6514,479,19527.13,5791.18,50.3,144.25,146.9,114738.5,2000-04-06
297,3.0179,478,19647.23,5825.45,50.57,156.35,166.06,130538.84,2000-04-07
298,3.1436,479,19714.93,5846.58,50.79,161.64,172.05,136120.82,2000-04-10
299,2.56,479,19665.13,5842.34,50.49,142.99,151.23,110953.32,2000-04-11
300,2.3286,479,19521.14,5789.45,50.07,126.38,131.55,101000.93,2000-04-12
301,3.0704,479,19781.91,5856.14,50.74,149.01,156.32,133176.88,2000-04-13
302,3.3906,479,19805.52,5851.16,50.7,167.42,177.32,147063.85,2000-04-14
303,3.3842,479,19392.1,5723.98,49.53,179.44,194.43,146929.14,2000-04-17
304,2.4085,479,19592.73,5780.25,50.08,125.27,125.67,104583.43,2000-04-18
305,2.4468,479,19757.78,5841.14,50.6,132.87,131.17,106247.82,2000-04-19
306,3.0105,480,19994.27,5902.17,50.99,164.32,163.85,130939.31,2000-04-20
307,3.0642,480,19926.7,5885.38,51.17,170.46,172.97,133351.5,2000-04-21
308,2.8522,480,19883.09,5867.68,50.32,155.55,164.9,124164.4,2000-04-24
309,2.068,480,19841.94,5851.42,51.16,110.78,121.28,90074.42,2000-04-25
310,1.9465,480,19836.4,5860.09,50.6,105.61,102.89,84848.0,2000-04-26
311,2.1652,481,19746.33,5807.81,50.06,122.0,123.27,94695.27,2000-04-27
312,1.8972,481,20067.84,5906.44,51.13,113.39,104.99,83054.13,2000-04-28
313,1.5098,481,20074.22,5929.27,51.4,93.37,86.6,66459.88,2000-05-08
314,1.5747,481,19747.15,5827.7,52.07,94.08,96.25,69533.01,2000-05-09
315,1.534,481,19150.61,5658.18,50.09,84.17,95.18,67744.23,2000-05-10
316,1.484,482,18863.5,5573.25,49.2,81.22,89.89,65756.5,2000-05-11
317,1.339,479,18788.78,5550.83,48.81,71.33,81.67,59168.27,2000-05-12
318,1.2079,482,18611.75,5504.97,49.27,66.32,74.2,53620.84,2000-05-15
319,0.9241,482,18828.47,5571.46,48.95,52.85,58.64,41046.2,2000-05-16
320,0.9433,482,18862.86,5577.53,49.3,53.66,58.44,42015.08,2000-05-17
321,1.3686,483,19288.77,5695.94,50.18,78.62,79.57,61036.05,2000-05-18
322,1.7643,483,19500.88,5761.66,50.28,101.59,103.8,78760.24,2000-05-19
323,2.6056,483,20009.11,5913.37,51.81,152.03,146.89,116336.96,2000-05-22
324,2.3148,483,20088.93,5928.31,52.17,125.1,133.4,103575.4,2000-05-23
