,exchangeRate,istVol,marketValue,negotiableValue,profitRate,trdAmt,trdTm,trdVol,searchDate
743,0.867,642,24943.91,7096.77,34.72,62.74,72.27,65469.76,2002-02-08
744,1.0069,642,25338.54,7222.51,35.25,76.52,76.56,76031.08,2002-02-25
745,0.8364,642,25362.91,7230.03,35.27,61.72,69.61,63153.58,2002-02-26
746,0.914,642,25474.96,7256.3,35.43,64.48,70.06,69013.17,2002-02-27
747,0.8026,643,25265.63,7199.6,35.11,60.01,72.18,60666.44,2002-02-28
748,0.7259,643,24897.16,7097.36,34.61,52.38,65.62,54920.14,2002-03-01
749,0.7028,644,25318.82,7227.95,35.18,52.55,62.23,53207.54,2002-03-04
750,1.432,644,25891.86,7413.97,36.13,112.07,112.34,108618.39,2002-03-05
751,1.9742,644,26045.15,7460.36,36.33,150.46,154.71,149743.64,2002-03-06
752,2.0364,644,26773.95,7685.76,37.34,155.56,152.82,154463.37,2002-03-07
753,2.8652,644,27227.75,7817.2,37.98,219.27,206.17,217332.01,2002-03-08
754,2.4268,644,27624.89,7956.35,38.53,188.59,174.04,184088.41,2002-03-11
755,2.6186,644,27294.08,7868.73,38.06,205.46,197.14,198640.19,2002-03-12
756,1.8937,644,26957.67,7749.15,37.6,149.06,148.01,143653.14,2002-03-13
757,1.4862,644,27647.57,7960.0,38.55,119.68,118.24,112736.91,2002-03-14
758,1.7322,644,26915.53,7732.61,37.53,143.72,142.87,131396.9,2002-03-15
759,1.6249,645,27112.75,7772.9,37.62,110.37,124.99,124078.33,2002-03-18
760,1.6833,645,27809.26,7976.02,38.6,137.9,124.19,128539.42,2002-03-19
761,2.2795,645,28101.22,8068.29,38.99,190.77,174.23,174062.39,2002-03-20
762,1.7139,645,28147.72,8076.62,39.06,140.13,132.53,130911.78,2002-03-21
763,1.3001,645,27890.31,8001.07,38.7,105.86,108.47,99303.07,2002-03-22
764,1.1249,645,27985.76,8047.27,38.83,93.1,90.39,86064.14,2002-03-25
765,1.1675,645,27552.36,7920.39,38.22,96.16,100.21,89327.42,2002-03-26
766,0.8959999999999999,645,27627.33,7945.51,38.32,74.04,79.97,68569.05,2002-03-27
767,0.9565,646,27591.24,7941.65,38.25,84.7,83.72,73270.16,2002-03-28
768,1.4927,647,26915.17,7724.62,37.16,114.54,136.07,114785.59,2002-03-29
769,0.8355,647,26991.69,7748.87,37.26,66.76,73.87,64249.87,2002-04-01
770,0.9613,647,26560.94,7614.6,36.66,73.94,84.06,73924.92,2002-04-02
771,0.8048,647,26757.73,7653.65,36.93,62.91,84.06,61888.2,2002-04-03
772,1.1351,647,27557.38,7880.04,38.04,88.73,93.39,87287.08,2002-04-04
773,1.2802,647,27440.06,7841.94,37.87,96.69,100.07,98443.14,2002-04-05
774,0.8407,647,27543.88,7877.56,38.01,64.78,100.04,65126.44,2002-04-08
775,2.0055,648,28606.42,8097.01,39.06,164.22,143.61,156563.44,2002-04-09
776,1.5154,648,28784.12,8159.74,39.3,124.45,125.35,118304.14,2002-04-10
777,1.1835,648,28290.32,8021.09,38.63,96.26,105.9,92435.35,2002-04-11
778,1.014,649,28503.82,8073.96,38.89,84.39,85.97,79322.98,2002-04-12
779,0.8049,649,28330.46,8031.41,38.65,66.14,85.94,62963.94,2002-04-15
780,0.7240000000000001,649,28191.96,8011.55,38.46,60.74,62.59,56695.03,2002-04-16
781,0.7121,649,28274.5,8029.02,38.57,58.27,61.9,55784.98,2002-04-17
782,0.8721,650,28095.75,7972.92,38.18,71.97,79.56,68432.93,2002-04-18
783,1.0138,650,28212.29,8007.96,38.33,79.73,89.81,79557.05,2002-04-19
784,0.6709,650,28082.7,7965.86,38.16,54.0,58.45,52648.07,2002-04-22
785,0.6084,650,28012.11,7945.55,38.09,50.11,53.03,47774.52,2002-04-23
786,0.6157,650,27793.74,7878.16,37.77,49.79,57.47,48377.43,2002-04-24
787,0.5771,651,27893.3,7904.01,37.89,48.66,54.84,45363.09,2002-04-25
788,0.8267,651,28295.85,8030.65,38.44,69.65,75.1,65009.07,2002-04-26
789,1.2609,651,28772.59,8168.37,39.02,105.64,109.86,99203.86,2002-04-29
790,1.1906,650,28784.68,8167.22,39.08,104.84,105.66,93582.56,2002-04-30
791,0.5852,650,28528.73,8097.99,42.19,50.94,55.13,46038.63,2002-05-08
792,0.6861,651,28503.17,8102.78,42.12,58.63,61.76,54091.71,2002-05-09
793,0.7403,653,28373.3,8062.99,41.85,63.19,71.26,58555.6,2002-05-10
794,0.6958,653,28044.22,7956.38,41.47,60.6,62.86,55040.45,2002-05-13
795,0.6541,653,27912.85,7919.44,41.26,60.21,60.84,51768.35,2002-05-14
796,0.6985,654,27619.24,7843.79,40.81,63.9,69.54,55316.32,2002-05-15
797,0.9673,654,26741.88,7583.6,39.55,79.74,92.83,76607.85,2002-05-16
798,0.8686,655,27051.95,7669.85,40.05,75.97,80.43,68857.77,2002-05-17
799,0.5811,655,26609.88,7550.62,39.35,48.63,58.1,46182.76,2002-05-20
800,1.1785,655,27423.24,7799.89,40.54,99.81,102.46,93852.57,2002-05-21
801,0.6986,655,27080.11,7688.55,39.96,58.45,68.06,55701.75,2002-05-22
802,0.9881,656,27285.76,7740.32,40.12,66.63,77.04,79182.01,2002-05-23
803,0.6607,656,26907.49,7631.56,39.54,49.41,58.66,52973.97,2002-05-24
804,0.4483,656,27021.88,7676.64,39.69,35.7,39.63,35991.55,2002-05-27
805,0.4541,656,27088.99,7694.91,39.79,39.25,42.18,36475.84,2002-05-28
806,0.6125,656,26507.16,7526.91,38.94,48.03,55.36,49205.06,2002-05-29
807,0.6675,657,26503.85,7525.77,38.93,51.99,59.19,53666.93,2002-05-30
808,0.5098,657,26367.73,7479.61,38.75,39.99,44.17,40988.25,2002-05-31
809,0.6165,658,25799.35,7312.29,37.94,49.41,56.04,49582.14,2002-06-03
810,0.5466,658,25926.68,7343.48,38.1,42.04,47.33,43986.48,2002-06-04
811,0.534,659,25452.03,7201.24,37.42,40.57,49.19,43029.12,2002-06-05
812,1.0465,660,26505.71,7525.65,38.93,82.75,88.06,84461.66,2002-06-06
813,1.1848,660,26653.46,7577.64,39.13,90.29,94.57,95631.37,2002-06-07
814,0.5434,660,26430.93,7508.57,38.82,42.15,48.01,43860.42,2002-06-10
815,0.6061,660,26679.32,7578.87,39.15,46.46,49.57,48929.56,2002-06-11
816,0.4648,660,26573.32,7542.29,39.0,37.0,42.55,37521.47,2002-06-12
817,0.4281,661,26370.69,7477.48,38.68,36.44,40.68,34576.65,2002-06-13
818,0.47200000000000003,661,26071.5,7385.06,38.24,35.7,42.74,38125.91,2002-06-14
819,0.3512,661,26105.44,7397.49,38.31,27.24,30.84,28407.14,2002-06-17
820,0.6443,662,26622.67,7556.69,39.0,51.3,55.73,52199.84,2002-06-18
821,0.37,662,26302.07,7466.89,38.57,28.72,33.15,29986.19,2002-06-19
822,0.4742,663,26496.49,7521.13,38.81,36.49,40.96,38509.64,2002-06-20
823,1.4743,663,27317.41,7767.53,39.99,115.28,116.09,119755.87,2002-06-21
824,5.6611,663,29839.63,8490.36,43.7,478.32,327.38,459944.28,2002-06-24
825,4.9668,664,29858.06,8428.48,43.72,381.19,280.76,403773.25,2002-06-25
826,2.9067,665,29992.96,8483.59,43.89,224.48,187.49,236445.94,2002-06-26
827,2.6441,665,30181.38,8500.75,44.18,192.32,161.29,215077.83,2002-06-27
828,3.548,665,30390.79,8526.84,44.47,267.95,223.46,288619.2,2002-06-28
829,1.8548,665,30031.05,8413.69,44.0,141.6,127.93,150885.2,2002-07-01
830,1.5179,666,30254.27,8514.76,44.25,121.29,116.12,124580.61,2002-07-02
831,1.5296,667,30373.2,8538.63,44.4,123.99,114.13,125643.97,2002-07-03
832,1.4869,667,30076.12,8465.62,43.95,118.01,112.52,122240.26,2002-07-04
833,1.263,667,30230.15,8504.3,44.17,101.94,100.27,103857.12,2002-07-05
834,1.2073,667,30415.66,8568.99,44.46,105.22,96.52,99371.11,2002-07-08
835,1.1976,668,30399.68,8548.34,44.42,100.27,91.83,98645.74,2002-07-09
836,1.4062,668,29916.11,8428.16,43.68,115.57,106.54,115942.79,2002-07-10
837,1.043,669,29818.11,8423.1,43.54,89.2,84.77,86033.67,2002-07-11
838,0.9143,669,29826.62,8424.58,43.56,80.5,74.96,75507.74,2002-07-12
839,0.9295,669,29687.61,8393.41,43.3,78.31,76.65,76888.22,2002-07-15
840,0.8248,670,29764.08,8404.17,43.41,67.98,66.82,68246.94,2002-07-16
841,0.7137,670,29921.99,8452.96,43.64,60.18,61.39,59083.73,2002-07-17
842,0.9268,671,29990.47,8469.77,43.71,78.18,75.36,76851.94,2002-07-18
843,0.7983,671,30168.91,8528.76,43.96,71.09,69.81,66284.58,2002-07-19
844,0.9441,672,29614.57,8393.81,43.13,79.78,86.17,78457.4,2002-07-22
845,0.7555,673,29513.32,8366.57,42.95,65.37,66.74,62823.69,2002-07-23
846,0.6044,673,29479.25,8352.24,42.91,51.62,53.63,50263.73,2002-07-24
847,0.5974,673,29338.06,8314.03,42.72,49.99,51.82,49706.92,2002-07-25
848,0.5546,673,29225.64,8291.4,42.56,45.82,47.9,46159.74,2002-07-26
849,0.5512,673,29370.27,8335.01,42.77,46.82,49.15,45933.66,2002-07-29
850,0.6866,674,29455.39,8361.46,42.84,60.23,56.88,57286.06,2002-07-30
851,0.5939,674,29134.53,8273.39,42.4,52.36,53.03,49550.15,2002-07-31
852,0.5618,674,29171.58,8275.69,42.42,46.17,48.62,46893.45,2002-08-01
853,0.4708,674,29329.59,8313.07,42.65,40.09,41.73,39299.99,2002-08-02
854,0.444,675,29194.56,8287.62,42.44,40.3,43.89,37100.48,2002-08-05
855,0.785,676,29517.18,8372.59,42.9,62.99,63.12,65649.6,2002-08-06
856,0.4088,676,29474.77,8365.98,42.84,35.64,37.89,34195.39,2002-08-07
857,0.4689,676,29324.78,8321.19,42.63,40.09,41.29,39221.33,2002-08-08
858,0.5417,677,29123.67,8273.81,42.31,47.98,52.11,45384.86,2002-08-09
859,0.488,677,28901.63,8220.57,41.99,42.82,41.69,40953.63,2002-08-12
860,0.3404,677,28929.13,8227.18,42.05,31.17,31.28,28572.4,2002-08-13
861,0.3457,677,29113.38,8280.89,42.31,30.46,31.16,29022.18,2002-08-14
862,0.3749,678,28910.07,8225.84,42.21,32.36,33.61,31487.54,2002-08-15
863,0.6632,679,29168.87,8293.4,42.46,52.85,58.75,55784.82,2002-08-16
864,0.4125,679,29122.89,8270.27,42.4,34.73,35.23,34700.62,2002-08-19
865,0.9315,679,29607.98,8391.76,43.11,72.91,65.85,78359.16,2002-08-20
866,0.7278,679,29642.81,8400.52,43.17,59.47,54.85,61260.3,2002-08-21
867,1.0197,680,29742.46,8455.57,43.51,92.69,88.76,85900.71,2002-08-22
868,0.6377,681,29882.46,8474.2,43.43,61.34,56.65,53883.38,2002-08-23
869,0.5760000000000001,681,29658.54,8414.58,43.1,53.15,54.19,48670.02,2002-08-26
870,0.7155,681,29819.75,8461.74,43.34,70.18,68.42,60456.46,2002-08-27
871,0.65,682,29850.76,8464.81,43.28,63.79,61.56,55013.71,2002-08-28
872,0.5059,682,29681.57,8413.54,43.04,44.3,46.92,42817.55,2002-08-29
873,0.45799999999999996,683,29691.54,8416.84,43.02,42.19,43.25,38800.82,2002-08-30
874,0.3989,683,29731.78,8427.8,43.07,36.8,38.24,33806.25,2002-09-02
875,0.4486,683,29848.37,8460.28,43.21,42.19,41.82,38013.76,2002-09-03
876,0.4502,683,29669.36,8408.84,42.95,40.2,43.69,38152.58,2002-09-04
877,0.6817,684,29289.66,8306.51,42.39,60.01,66.39,57780.9,2002-09-05
878,0.6219,685,29136.68,8265.97,42.13,52.0,58.45,52779.75,2002-09-06
879,0.4796,685,28961.28,8207.75,41.88,40.85,45.84,40703.16,2002-09-09
880,0.4058,685,28978.98,8226.88,42.04,37.17,36.54,34490.05,2002-09-10
881,0.5007,686,28961.98,8219.46,41.31,43.75,46.68,42638.8,2002-09-11
882,0.3949,686,29020.11,8244.44,41.42,36.82,36.7,33624.94,2002-09-12
883,0.3536,686,29058.38,8255.63,41.45,33.33,33.89,30148.76,2002-09-13
884,0.5055,686,28644.24,8138.13,40.88,45.39,46.9,43070.14,2002-09-16
885,0.4839,686,28703.61,8159.34,40.96,41.25,41.99,41287.09,2002-09-17
886,0.3908,687,28533.54,8116.08,40.71,36.34,38.91,33358.08,2002-09-18
887,0.6243,688,28993.33,8248.78,41.36,55.82,56.16,53327.04,2002-09-19
888,0.4,688,28734.65,8178.39,40.98,38.52,39.85,34175.96,2002-09-20
889,0.2871,688,28693.95,8165.82,40.92,27.42,28.49,24530.9,2002-09-23
890,0.366,688,28587.42,8131.8,40.78,33.0,39.28,31271.09,2002-09-24
891,0.4125,688,28606.87,8131.59,40.81,38.23,41.3,35243.54,2002-09-25
892,0.4617,689,28414.67,8074.64,40.55,43.56,45.97,39471.36,2002-09-26
893,0.4422,690,28359.39,8058.92,40.4,41.15,44.36,37835.49,2002-09-27
894,0.2887,690,28031.09,7978.31,39.92,25.72,28.99,24706.44,2002-10-08
895,1.8975,691,27977.43,7909.64,38.91,74.7,129.1,167588.37,2002-10-09
896,0.5579,692,27897.27,7880.84,38.78,34.97,43.16,49289.73,2002-10-10
897,0.6753,693,27819.35,7851.73,38.6,45.71,59.68,59792.93,2002-10-11
898,0.6075,693,27957.26,7885.77,38.79,40.31,48.47,53791.16,2002-10-14
899,0.4138,693,27809.64,7843.87,38.62,29.3,33.15,36634.01,2002-10-15
900,0.5488,693,28062.43,7916.15,38.93,39.38,43.84,48622.53,2002-10-16
901,0.4528,693,27622.38,7789.08,38.33,33.21,38.97,40117.88,2002-10-17
902,0.4457,693,27739.19,7814.93,38.49,34.64,40.72,39497.33,2002-10-18
903,0.3818,693,27837.37,7839.22,38.62,29.07,33.84,33834.37,2002-10-21
904,0.7121,693,28263.3,7957.24,39.21,54.69,58.98,63104.94,2002-10-22
905,0.5242,693,28264.3,7961.47,39.21,41.18,45.51,46451.01,2002-10-23
906,0.4901,694,28058.92,7905.09,38.91,41.67,46.42,43489.83,2002-10-24
907,0.5645,694,27784.97,7821.46,38.54,42.83,45.37,50095.52,2002-10-25
908,0.5334,694,27471.1,7726.46,38.12,39.05,44.04,47335.82,2002-10-28
909,0.4964,695,27607.87,7772.23,38.31,40.89,45.84,44076.19,2002-10-29
910,0.4086,695,27602.91,7762.22,38.28,33.21,34.53,36303.69,2002-10-30
911,0.3885,696,27561.3,7750.18,38.23,30.88,33.86,34531.11,2002-10-31
912,0.3898,697,27637.53,7760.79,38.32,30.89,34.6,34668.44,2002-11-01
913,0.5333,697,28019.12,7873.08,38.85,42.56,45.03,47436.32,2002-11-04
914,1.2915,697,28497.19,8013.9,39.51,103.07,101.01,114875.04,2002-11-05
915,0.7096,697,28391.62,7986.32,39.37,60.6,62.27,63121.32,2002-11-06
916,0.7026,698,28440.36,7982.11,39.4,54.68,53.09,62516.18,2002-11-07
917,1.0199,699,27865.38,7803.26,38.62,73.7,74.93,90787.52,2002-11-08
918,0.4768,699,27532.49,7711.44,38.16,37.76,42.25,42445.75,2002-11-11
919,0.8662,699,27213.68,7594.14,37.74,60.38,64.65,77127.87,2002-11-12
920,0.6885,699,27294.37,7609.85,37.85,51.9,58.93,61309.09,2002-11-13
921,0.5797,699,26745.56,7456.51,37.11,48.77,55.65,51622.58,2002-11-14
922,0.6422,699,26802.5,7480.55,37.18,51.35,58.68,57192.17,2002-11-15
923,0.4498,699,26563.02,7411.69,36.87,36.43,41.68,40055.32,2002-11-18
924,0.4516,699,26765.91,7480.5,37.13,36.08,42.27,40249.55,2002-11-19
925,0.6106,700,26115.68,7282.69,36.23,46.9,54.34,54447.0,2002-11-20
926,0.7287,700,25477.42,7100.84,35.36,53.26,62.13,64968.97,2002-11-21
927,0.7247,700,25566.91,7125.07,35.49,52.59,62.85,64614.3,2002-11-22
928,0.4794,700,25628.79,7161.1,35.56,33.34,40.17,42849.24,2002-11-25
929,0.5701,700,25135.81,7012.95,34.88,40.7,48.9,50953.38,2002-11-26
930,0.7712,701,25285.88,7053.3,35.08,51.71,64.16,68975.97,2002-11-27
931,0.8512,701,25991.26,7262.75,36.05,60.56,67.97,76128.23,2002-11-28
932,1.6076,701,26292.8,7360.56,36.46,119.41,127.19,143771.6,2002-11-29
933,0.7194,702,25600.5,7152.62,35.49,55.46,65.77,64361.75,2002-12-02
934,0.5589,702,25840.7,7240.06,35.82,41.2,48.35,50044.01,2002-12-03
935,0.8228,702,25945.44,7273.67,35.96,63.5,73.32,73681.89,2002-12-04
936,0.5183,702,25769.56,7225.51,35.72,39.14,46.41,46410.46,2002-12-05
937,0.4062,702,25779.93,7226.63,35.74,32.24,39.53,36376.37,2002-12-06
938,0.3508,702,25692.22,7206.48,35.61,27.21,31.63,31427.75,2002-12-09
939,0.5568,703,25395.27,7140.23,35.19,42.64,44.14,50063.11,2002-12-10
940,0.4746,703,25310.12,7114.12,35.07,35.7,41.85,42670.0,2002-12-11
941,0.4638,703,25393.61,7148.17,35.18,36.94,40.97,41698.1,2002-12-12
942,0.5896,703,25626.87,7226.71,35.49,44.87,50.99,53010.97,2002-12-13
943,0.6834,703,25832.51,7287.58,35.78,50.83,56.83,61442.46,2002-12-16
944,0.6136,703,25970.45,7333.79,35.96,46.2,53.23,55173.81,2002-12-17
945,0.6631,703,25890.71,7304.67,35.85,50.98,61.3,59617.17,2002-12-18
946,0.512,704,25930.84,7318.57,35.89,41.05,46.81,46054.27,2002-12-19
947,0.6755,704,26192.94,7397.36,36.26,52.22,59.52,60762.8,2002-12-20
948,0.6805,704,26236.28,7409.26,36.32,53.46,61.84,61216.35,2002-12-23
949,0.5710000000000001,704,26248.79,7416.86,36.33,45.24,48.21,51364.57,2002-12-24
950,0.5877,704,26078.35,7363.03,36.09,46.12,49.05,52871.99,2002-12-25
951,0.9259,705,25404.95,7157.32,35.16,69.08,77.74,83346.23,2002-12-26
952,0.7371,705,25382.56,7160.25,35.13,55.89,58.97,66352.52,2002-12-27
953,0.6823,705,25080.11,7075.06,34.71,52.36,51.14,61416.86,2002-12-30
954,0.7027,705,24921.42,7025.0,34.5,57.52,50.0,63258.4,2002-12-31
955,0.5413,705,24234.86,6842.21,33.54,37.99,49.05,48726.54,2003-01-02
956,0.3918,705,24218.56,6838.54,33.51,26.69,37.54,35269.19,2003-01-03
957,0.6291,706,24599.75,6934.28,33.73,39.04,60.63,56879.33,2003-01-06
958,0.7046,707,24596.83,6936.16,33.63,43.41,67.45,63888.12,2003-01-07
959,0.903,707,25357.04,7139.15,34.65,54.52,67.65,81878.98,2003-01-08
960,1.7247,707,25828.24,7276.74,35.29,109.55,119.06,156382.59,2003-01-09
961,1.5761,707,25601.27,7215.34,34.98,103.95,112.71,142963.81,2003-01-10
962,0.8507,707,25626.42,7231.99,35.01,57.98,64.81,77167.29,2003-01-13
963,3.3597,708,27118.57,7611.05,37.05,221.54,201.39,304900.57,2003-01-14
964,3.4919,708,26993.9,7577.17,36.88,209.13,184.16,316895.86,2003-01-15
965,2.2571,708,27465.04,7721.34,37.51,153.07,141.71,204886.79,2003-01-16
966,1.9873,708,27339.42,7680.6,37.33,131.14,131.22,180396.59,2003-01-17
967,1.5003,708,27449.22,7730.49,37.48,104.92,97.8,136668.43,2003-01-20
968,1.3918,708,26935.74,7590.21,36.76,97.17,100.31,126785.18,2003-01-21
969,1.0916,708,27041.55,7617.33,36.89,76.31,84.64,99443.05,2003-01-22
970,1.0412,709,26870.86,7566.98,36.65,72.51,80.85,94901.27,2003-01-23
971,1.4011,709,27396.37,7691.32,37.39,90.57,88.6,127707.76,2003-01-24
972,1.2759,709,27713.92,7787.69,37.82,91.88,90.69,116297.08,2003-01-27
973,0.9519,710,27802.92,7815.16,37.93,71.5,74.01,86790.21,2003-01-28
974,1.0617,710,27789.98,7807.39,37.92,80.01,78.77,96797.29,2003-01-29
975,0.7081,710,27430.22,7699.66,37.41,49.38,52.86,64561.5,2003-02-10
976,0.5737,710,27665.2,7776.03,37.72,43.1,46.79,52303.43,2003-02-11
977,0.9924,711,28010.7,7877.62,38.17,74.04,82.11,90557.22,2003-02-12
978,1.1842,711,27892.33,7852.71,38.0,92.95,100.58,108051.58,2003-02-13
979,0.8799,711,28016.24,7888.48,38.17,69.25,74.06,80285.12,2003-02-14
980,1.0059,711,27747.66,7830.76,37.81,76.48,85.88,91781.33,2003-02-17
981,0.7118,711,27745.94,7835.5,37.81,54.27,60.33,64974.02,2003-02-18
982,0.8993,711,28013.68,7906.59,38.17,65.27,71.9,82089.07,2003-02-19
983,0.8768,712,28002.35,7899.9,38.13,69.38,74.91,80085.15,2003-02-20
984,1.0378,712,27431.64,7736.45,37.36,78.51,90.11,94804.42,2003-02-21
985,0.6862,712,27490.13,7750.23,37.44,55.81,60.71,62681.68,2003-02-24
986,1.0295,712,28033.62,7901.54,38.18,83.4,81.32,94043.18,2003-02-25
987,0.7436,713,28088.78,7915.48,38.22,62.47,65.53,67976.25,2003-02-26
988,0.816,713,28092.41,7904.87,38.23,65.92,67.62,74590.3,2003-02-27
989,0.6912,713,28067.34,7902.91,38.2,58.94,62.46,63246.21,2003-02-28
990,0.9457,713,28321.23,7974.27,38.55,80.02,77.18,86531.52,2003-03-03
991,0.8525,714,28317.1,7979.3,38.51,74.19,72.05,78066.18,2003-03-04
992,0.7217,714,28185.38,7940.99,38.33,61.08,63.54,66092.0,2003-03-05
993,0.9042,715,27846.42,7841.18,37.85,70.98,76.83,82858.77,2003-03-06
994,0.7517,715,27750.74,7813.52,37.72,57.41,63.58,68907.98,2003-03-07
995,0.7963,715,27297.57,7676.2,37.11,61.39,68.87,72995.95,2003-03-10
996,0.5485,716,27321.4,7682.76,37.13,45.38,50.08,50292.38,2003-03-11
997,0.563,716,27424.69,7705.64,37.27,45.14,50.31,51621.78,2003-03-12
998,0.5703,716,27232.06,7657.09,37.0,46.21,49.3,52293.4,2003-03-13
999,0.5283,716,27257.75,7668.76,37.03,42.23,45.71,48441.37,2003-03-14
1000,0.6785,716,27319.89,7671.85,37.12,50.66,55.23,62215.78,2003-03-17
1001,0.6374,716,27144.17,7625.32,36.9,50.99,53.79,58445.68,2003-03-18
1002,0.7112,717,27338.52,7660.22,37.16,56.01,54.84,65223.17,2003-03-19
1003,0.7269,717,27235.68,7640.74,37.02,56.37,55.3,66668.01,2003-03-20
1004,0.5739,717,27425.7,7705.0,37.28,48.24,46.54,52637.5,2003-03-21
1005,0.5085,717,27485.82,7719.69,37.36,43.03,40.66,46634.11,2003-03-24
1006,0.6103,718,27218.8,7645.23,36.97,49.18,51.79,56030.94,2003-03-25
1007,0.5951,718,27106.78,7605.54,36.82,49.0,48.14,54633.45,2003-03-26
1008,1.4416,718,27904.5,7806.81,37.91,108.46,93.81,132356.93,2003-03-27
1009,1.4114,719,27776.37,7781.34,37.72,109.88,101.63,129646.27,2003-03-28
1010,1.1293,719,28122.77,7864.25,38.2,88.49,79.27,103737.24,2003-03-31
1011,1.4326,720,28359.61,7925.18,38.5,115.25,95.22,131655.93,2003-04-01
1012,1.0494,720,28342.34,7918.33,38.48,77.14,72.28,96465.1,2003-04-02
1013,0.8826,720,28161.41,7883.4,38.22,70.74,67.47,81134.38,2003-04-03
1014,0.9332,720,28321.75,7921.35,38.46,74.0,68.46,85779.58,2003-04-04
1015,1.2539,720,28218.08,7872.66,38.31,94.97,88.89,115334.14,2003-04-07
1016,1.5933,721,28330.1,7881.23,38.47,111.69,106.39,146649.06,2003-04-08
1017,2.9924,721,28766.26,8032.46,39.09,182.27,146.2,280609.02,2003-04-09
1018,3.3347,721,28818.91,8115.98,39.37,245.29,186.06,314138.88,2003-04-10
1019,3.0471,721,29391.63,8256.76,39.99,219.31,190.64,287688.76,2003-04-11
1020,3.7609,721,30021.68,8444.14,40.93,291.64,241.43,355081.14,2003-04-14
1021,3.305,722,30398.76,8559.12,41.35,270.15,219.1,312817.04,2003-04-15
1022,4.0293,722,29944.42,8439.52,40.72,325.37,256.7,381700.64,2003-04-16
1023,2.9453,722,30049.14,8468.66,40.9,227.38,186.52,279012.18,2003-04-17
1024,2.5403,722,29882.8,8454.55,40.63,193.61,161.63,240878.28,2003-04-18
1025,2.2117,722,29297.64,8295.1,39.84,171.04,151.17,209723.23,2003-04-21
1026,1.1516,723,29266.57,8283.19,39.75,96.82,92.0,109333.98,2003-04-22
1027,1.5751,723,28770.78,8148.27,39.08,123.72,118.84,149534.8,2003-04-23
1028,1.9974,723,28052.6,7936.75,38.12,153.59,136.6,189629.47,2003-04-24
1029,1.2309,723,27745.61,7847.38,37.71,97.0,98.25,116860.4,2003-04-25
1030,2.4535,724,28696.24,8089.02,38.93,190.13,162.24,233972.97,2003-04-28
1031,1.8966,724,28225.99,7959.24,38.21,154.57,131.46,181278.58,2003-04-29
1032,1.9249,724,28433.65,7983.52,38.53,152.55,127.05,183985.28,2003-04-30
1033,1.5883,724,28659.33,8001.79,37.31,129.22,108.96,151989.85,2003-05-12
1034,2.3033,724,27794.72,7748.3,36.16,173.63,154.39,220415.93,2003-05-13
1035,1.8447,724,28502.57,7915.3,37.09,133.09,119.78,176529.11,2003-05-14
1036,2.3432,724,29088.58,8103.05,37.88,180.49,163.7,224235.31,2003-05-15
1037,1.643,725,29093.59,8111.52,37.86,135.33,124.71,157346.43,2003-05-16
1038,1.3795,725,29062.92,8118.21,37.87,111.39,104.55,132105.97,2003-05-19
1039,1.1587,725,28692.5,8021.96,37.37,90.55,90.15,110982.75,2003-05-20
1040,0.9269,725,28655.34,8021.94,37.31,74.9,74.45,88781.18,2003-05-21
1041,0.9790000000000001,725,28857.94,8070.09,37.6,80.23,78.47,93778.77,2003-05-22
1042,1.8719,725,29168.04,8151.64,37.98,151.62,133.68,179586.77,2003-05-23
1043,1.5738,724,29332.96,8203.94,38.18,122.27,117.49,150701.84,2003-05-26
1044,1.4627,724,29286.76,8209.43,38.13,118.6,113.53,140058.69,2003-05-27
1045,1.5306,724,28959.89,8128.13,37.7,121.37,118.89,146617.97,2003-05-28
1046,1.517,725,29289.58,8232.17,38.09,130.69,127.98,145462.79,2003-05-29
1047,1.6457,725,29421.0,8279.54,38.28,141.69,133.81,157796.96,2003-05-30
1048,1.1862,725,29404.08,8276.26,38.31,102.92,104.88,113841.29,2003-06-02
1049,1.1281,726,29178.29,8216.78,37.93,97.42,100.51,108595.93,2003-06-03
1050,1.4627,726,29417.88,8264.1,38.25,112.7,109.72,140841.15,2003-06-04
1051,1.2156,726,29083.68,8175.16,37.81,93.01,92.7,117045.92,2003-06-05
1052,1.0752,726,28745.6,8077.59,37.38,88.6,90.73,103526.85,2003-06-06
1053,1.0058,727,28579.9,8002.06,37.22,76.1,77.98,96973.32,2003-06-09
1054,0.6903,727,28751.72,8049.86,37.41,57.02,57.52,66637.04,2003-06-10
1055,1.3385,727,29273.05,8190.53,38.07,91.27,82.09,129268.9,2003-06-11
1056,0.8356,727,29192.42,8168.01,37.97,66.63,68.12,80705.37,2003-06-12
1057,0.9997,727,29240.47,8191.05,38.07,77.19,75.3,96589.19,2003-06-13
1058,0.8217,728,29131.16,8169.8,37.86,67.48,69.28,79542.1,2003-06-16
1059,0.7326,728,29119.27,8156.24,37.83,62.04,60.78,71016.26,2003-06-17
1060,0.8912,729,29077.85,8144.03,37.73,69.24,68.4,86480.07,2003-06-18
1061,1.0058,730,28770.58,8054.34,37.36,76.05,79.73,97660.79,2003-06-19
1062,0.6739,730,28625.35,8019.94,37.13,54.56,57.5,65556.97,2003-06-20
1063,0.7427,730,28275.77,7931.28,36.7,57.34,56.17,72257.62,2003-06-23
1064,0.6461,730,28297.92,7945.39,36.73,51.08,46.35,62889.01,2003-06-24
